run,n_estimators,max_depth,min_samples_leaf,max_features,use_log_target,q_clip_max,cal_frac,n_train,n_cal,rmse,mae,r2,picp,elapsed_s
169,500,15,3,0.5,True,0.25,0.25,22812,7605,0.025924600930620906,0.01525437498845295,0.4106354980078192,0.9349112426035503,15.3574059009552
170,1500,20,10,0.3,True,0.35,0.1,27762,3085,0.03559213322263236,0.017950874069674435,0.419740133624658,0.9354943273905997,41.55646729469299
171,2000,15,2,sqrt,False,0.225,0.15,25749,4545,0.023372630625088077,0.014249846646337244,0.4494563179577534,0.9425742574257425,42.71210789680481
172,2000,25,1,sqrt,False,0.2,0.25,22568,7523,0.02213939832320653,0.01346057636837445,0.4544989164477351,0.890868004785325,70.25972104072571
173,1500,25,10,0.5,True,0.35,0.1,27762,3085,0.03523340441039781,0.01769038336692521,0.4313779268473227,0.9296596434359805,60.8707549571991
174,1500,25,10,0.3,True,0.225,0.2,24235,6059,0.02370327888059066,0.014188456231972915,0.4407487891895605,0.9357979864664135,36.27043604850769
175,500,30,2,log2,False,0.2,0.2,24072,6019,0.021618813073129867,0.013216754030678918,0.4761863855644405,0.8991526831699618,15.229263067245483
176,2000,20,7,sqrt,False,0.25,0.2,24333,6084,0.02538758859757357,0.014851071663527783,0.4269961564087833,0.9362261669953977,39.36624717712402
177,500,25,7,sqrt,True,0.225,0.2,24235,6059,0.023555093441424757,0.014080723674616099,0.4477194567578271,0.9320019805248391,9.973953008651733
178,500,15,7,0.7,False,0.3,0.25,22950,7650,0.028537803543443797,0.016220323082681995,0.40492202777118136,0.9328104575163398,18.542500972747803
179,1000,25,5,sqrt,True,0.3,0.1,27540,3060,0.027128348898668553,0.014911031470993668,0.4527612128923536,0.9323529411764706,24.40053701400757
180,1000,30,7,0.3,False,0.3,0.15,26010,4590,0.027307612192000057,0.015083642325075095,0.4472708649893181,0.9291938997821351,27.71527886390686
181,1500,15,1,0.7,False,0.35,0.1,27762,3085,0.03536706434324092,0.018392515463311495,0.4270555431136335,0.9351701782820098,77.2247519493103
182,1500,None,10,0.5,False,0.25,0.2,24333,6084,0.025299331955942656,0.014719816841795998,0.43097317787757217,0.9319526627218935,51.67705798149109
183,500,30,5,0.4,True,0.225,0.1,27264,3030,0.02258328562018565,0.013311479824339254,0.48124619983324846,0.9240924092409241,20.096115827560425
184,2000,30,3,0.5,True,0.3,0.1,27540,3060,0.026863755368581307,0.014632992513051888,0.46338402797210954,0.911437908496732,102.2658748626709
185,1500,15,1,0.7,True,0.35,0.2,24677,6170,0.035328305504021586,0.017930339525989204,0.3812576068492064,0.9307941653160454,67.53803968429565
186,1000,50,7,0.6,True,0.2,0.25,22568,7523,0.02212026997459411,0.013521977952606429,0.4554411305987135,0.9179848464708228,37.60769510269165
187,1000,50,3,0.6,False,0.25,0.2,24333,6084,0.025063915281511667,0.014349240389355202,0.44151378376973827,0.9045036160420776,48.4800169467926
