feature,sigma,cv_r2
BOUGUER,2.6607142857142856,0.4311270236968994
BOUGUER,2.9285714285714284,0.43111411333084104
BOUGUER,3.196428571428571,0.43110429048538207
BOUGUER,3.4642857142857144,0.43109660148620604
BOUGUER,3.732142857142857,0.4310904979705811
BOUGUER,4.0,0.4310855746269226
LITH_RHO,0.25,0.41941150426864626
LITH_RHO,0.5178571428571428,0.43054153919219973
LITH_RHO,0.7857142857142857,0.4324512958526611
LITH_RHO,1.0535714285714286,0.43276429176330566
LITH_RHO,1.3214285714285714,0.43277156352996826
LITH_RHO,1.5892857142857142,0.4327187895774841
LITH_RHO,1.8571428571428572,0.4326621055603027
LITH_RHO,2.125,0.43261358737945554
LITH_RHO,2.392857142857143,0.4325744390487671
LITH_RHO,2.6607142857142856,0.43254331350326536
LITH_RHO,2.9285714285714284,0.43251848220825195
LITH_RHO,3.196428571428571,0.43249855041503904
LITH_RHO,3.4642857142857144,0.4324824333190918
LITH_RHO,3.732142857142857,0.43246921300888064
LITH_RHO,4.0,0.43245826959609984
DEM,0.25,0.43215303421020507
DEM,0.5178571428571428,0.4333933115005493
DEM,0.7857142857142857,0.4327462911605835
DEM,1.0535714285714286,0.43224220275878905
DEM,1.3214285714285714,0.43189778327941897
DEM,1.5892857142857142,0.43166337013244627
DEM,1.8571428571428572,0.4315010070800781
DEM,2.125,0.43138575553894043
DEM,2.392857142857143,0.4313018321990967
DEM,2.6607142857142856,0.43123914003372193
DEM,2.9285714285714284,0.4311913251876831
DEM,3.196428571428571,0.43115410804748533
DEM,3.4642857142857144,0.4311246395111084
DEM,3.732142857142857,0.43110092878341677
DEM,4.0,0.43108155727386477
MOHO_GRAV,0.25,0.42553462982177737
MOHO_GRAV,0.5178571428571428,0.4322481632232666
MOHO_GRAV,0.7857142857142857,0.4326030254364014
MOHO_GRAV,1.0535714285714286,0.4327884316444397
MOHO_GRAV,1.3214285714285714,0.4327428102493286
MOHO_GRAV,1.5892857142857142,0.4326640009880066
MOHO_GRAV,1.8571428571428572,0.4326008439064026
MOHO_GRAV,2.125,0.4325544834136963
MOHO_GRAV,2.392857142857143,0.4325204610824585
MOHO_GRAV,2.6607142857142856,0.4324950695037842
MOHO_GRAV,2.9285714285714284,0.43247567415237426
MOHO_GRAV,3.196428571428571,0.432460618019104
MOHO_GRAV,3.4642857142857144,0.4324487328529358
MOHO_GRAV,3.732142857142857,0.43243917226791384
MOHO_GRAV,4.0,0.43243136405944826
GEOID,0.25,0.42975648641586306
GEOID,0.5178571428571428,0.43128150701522827
GEOID,0.7857142857142857,0.4322620272636414
GEOID,1.0535714285714286,0.43269283771514894
GEOID,1.3214285714285714,0.43279348611831664
GEOID,1.5892857142857142,0.4327330708503723
GEOID,1.8571428571428572,0.432632839679718
