run,n_feats,r2,rmse,features
64,25,0.4227153817600612,0.034124230268251586,"MOHO,DEM,FREE_AIR,BOUGUER,SI,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U,MOHO_U"
65,27,0.4191931163437529,0.034228175367091905,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S200,REVEAL_S220,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
66,22,0.420691503479267,0.034183995296326125,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,EMAG2_LOG,REVEAL_S140,REVEAL_S200,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
67,18,0.4150560433717505,0.034349862278870505,"MOHO_GRAV,DEM,FREE_AIR,SI,REVEAL_S80,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_P_DIFF_40_60,CTD,REVEAL_S50,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
68,14,0.41161101074978834,0.03445086569138447,"MOHO_GRAV,LAB,BOUGUER,GEOID,REVEAL_S90,LITH_RHO,CRUST_RHO,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P60,REVEAL_P210,MOHO_U"
69,19,0.4088296610709474,0.03453219533574495,"DEM,LAB,FREE_AIR,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_P_DIFF_40_60,CTD,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S220,REVEAL_P60,REVEAL_P90,REVEAL_P210"
70,13,0.4063851630968315,0.03460351724821371,"MOHO,LAB,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_S_DIFF_200_220,CTD,EMAG2_LOG,REVEAL_P60,REVEAL_P120"
71,28,0.4202220296408079,0.0341978439119247,"MOHO_GRAV,DEM,LAB,BOUGUER,SI,GEOID,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_U"
72,30,0.42162017565843346,0.034156584634770525,"MOHO_GRAV,DEM,LAB,BOUGUER,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
73,26,0.41468804651799474,0.03436066558201101,"MOHO,MOHO_GRAV,LAB,FREE_AIR,BOUGUER,SI,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,MAG_SEIS_MOHO,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
74,23,0.421016222133488,0.03417441340952319,"MOHO,DEM,BOUGUER,SI,GEOID,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
75,18,0.41491799602388546,0.03435391534035845,"MOHO,MOHO_GRAV,LAB,FREE_AIR,BOUGUER,SI,REVEAL_S90,REVEAL_P150,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S200,REVEAL_S220,REVEAL_P60,REVEAL_P120,MOHO_GRAV_U"
76,21,0.41695486957838945,0.03429406425207725,"MOHO,LAB,FREE_AIR,BOUGUER,GEOID,REVEAL_P180,REVEAL_VP90VS60,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_U"
77,26,0.4190802112140224,0.03423150207421003,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,SI,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
78,10,0.40077504187671686,0.03476664778286051,"MOHO_GRAV,BOUGUER,REVEAL_S80,REVEAL_VP90VS60,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_P_DIFF_40_60,CTD,REVEAL_P90,REVEAL_P120"
79,10,0.4141232057818107,0.03437724103669847,"BOUGUER,GEOID,LITH_RHO,CTD,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S140,REVEAL_P60,REVEAL_P90,MOHO_U"
80,22,0.42053665307053034,0.03418856371884044,"DEM,FREE_AIR,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U,MOHO_U"
81,14,0.4209701938505077,0.03417577178809089,"DEM,LAB,SI,GEOID,REVEAL_S90,REVEAL_P150,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S140,REVEAL_P40,REVEAL_P60"
82,12,0.404987427981208,0.03464423229649135,"LAB,SI,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_VP90VS60,CTD,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P210,MOHO_GRAV_U"
83,30,0.4195646973436491,0.03421722458907815,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P60,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
84,26,0.41440928942291844,0.03436884680837572,"MOHO,MOHO_GRAV,DEM,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,SEDIMENT,REVEAL_P_DIFF_40_60,CTD,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_GRAV_U"
85,32,0.41916602968442707,0.034228973494784966,"DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
86,12,0.40832277782311366,0.03454699651887449,"MOHO,LAB,GEOID,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,REVEAL_P_DIFF_40_60,REVEAL_S50,REVEAL_S140,REVEAL_S200,REVEAL_P60,REVEAL_P90"
87,14,0.41316435267031726,0.03440536064229089,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP90VS60,CRUST_RHO,REVEAL_S200,MOHO_U"
88,27,0.4160594539776392,0.034320387822754934,"MOHO_GRAV,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S140,REVEAL_S220,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_U"
89,22,0.41714276190574573,0.03428853799825676,"MOHO,MOHO_GRAV,BOUGUER,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,LITH_RHO,MAG_SEIS_MOHO,REVEAL_P_DIFF_40_60,CTD,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P90,REVEAL_P210,MOHO_GRAV_U"
90,33,0.4227845322766842,0.034122186407435806,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U,MOHO_U"
91,13,0.4082674441268713,0.03454861189990349,"MOHO,MOHO_GRAV,DEM,FREE_AIR,BOUGUER,SI,REVEAL_S80,REVEAL_P180,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_P120"
92,16,0.4149279811784372,0.034353622192889066,"MOHO,MOHO_GRAV,DEM,SI,REVEAL_S90,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,SEDIMENT,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_S100,REVEAL_S200,REVEAL_P60,REVEAL_P90,MOHO_GRAV_U"
93,22,0.41391449365987565,0.03438336374723145,"MOHO,MOHO_GRAV,LAB,FREE_AIR,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_U"
94,25,0.42104321044711557,0.03417361691006102,"MOHO,MOHO_GRAV,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,MOHO_GRAV_U,MOHO_U"
95,21,0.4190035222390929,0.034233761501605446,"MOHO_GRAV,DEM,FREE_AIR,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,MAG_SEIS_MOHO,CTD,EMAG2_LOG,REVEAL_S50,REVEAL_S100,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
96,20,0.4125817204022366,0.034422435866284316,"MOHO,MOHO_GRAV,FREE_AIR,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
97,12,0.40857509919140067,0.03453962943202297,"BOUGUER,GEOID,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,CTD,REVEAL_S50,REVEAL_S220,REVEAL_P210,MOHO_U"
98,28,0.41823351372851114,0.034256439401142945,"MOHO,MOHO_GRAV,LAB,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
99,21,0.4177004601888423,0.03427212983342747,"MOHO,LAB,BOUGUER,SI,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_S50,REVEAL_S140,REVEAL_P60,REVEAL_P210,MOHO_U"
100,28,0.42337772231600057,0.0341046486375899,"MOHO,MOHO_GRAV,DEM,LAB,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
101,31,0.4198907771959054,0.03420761187689161,"DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
102,19,0.4083547378211293,0.03454606346212559,"MOHO,MOHO_GRAV,LAB,FREE_AIR,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_S50,REVEAL_S100,REVEAL_P60,REVEAL_P120,MOHO_U"
103,13,0.4014173825026396,0.03474800869087728,"MOHO_GRAV,FREE_AIR,BOUGUER,REVEAL_S80,REVEAL_P180,CRUST_RHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_S140,REVEAL_P60,REVEAL_P210,MOHO_U"
104,25,0.42041323623135574,0.03419220434585082,"MOHO,MOHO_GRAV,DEM,FREE_AIR,SI,GEOID,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S220,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
105,31,0.4192319564458864,0.0342270308833652,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,MOHO_U"
106,14,0.4096121035538094,0.034509335255335324,"DEM,LAB,GEOID,REVEAL_P180,REVEAL_VP90VS60,LITH_RHO,REVEAL_S_DIFF_200_220,REVEAL_S50,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
107,18,0.410546514184742,0.034482015370414704,"MOHO_GRAV,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_P40,REVEAL_P60,REVEAL_P90,MOHO_GRAV_U,MOHO_U"
108,18,0.4133722403709398,0.034399266018608494,"MOHO,MOHO_GRAV,LAB,FREE_AIR,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,EMAG2_LOG,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S220,REVEAL_P40"
109,34,0.42122403283971677,0.0341682798643165,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
110,25,0.42256525637021713,0.034128667057483957,"MOHO,MOHO_GRAV,DEM,LAB,BOUGUER,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_GRAV_U"
111,21,0.41265555156286093,0.03442027256260284,"DEM,LAB,FREE_AIR,BOUGUER,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,SEDIMENT,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P210,MOHO_U"
112,13,0.4041640288551459,0.034668194957055865,"DEM,BOUGUER,SI,REVEAL_S80,REVEAL_S90,REVEAL_VP60VS70,REVEAL_VP90VS60,CTD,EMAG2_LOG,REVEAL_S50,REVEAL_P120,REVEAL_P210,MOHO_U"
113,28,0.418000766146299,0.03426329121053954,"MOHO,MOHO_GRAV,FREE_AIR,SI,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U,MOHO_U"
114,27,0.42445290157535975,0.03407283776116424,"MOHO,DEM,LAB,BOUGUER,SI,GEOID,REVEAL_S90,REVEAL_P180,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
115,27,0.42361973834932354,0.03409749079930709,"MOHO,MOHO_GRAV,DEM,LAB,BOUGUER,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P60,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U"
116,25,0.41746414429678347,0.03427908349458784,"MOHO,DEM,FREE_AIR,BOUGUER,SI,REVEAL_S90,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S200,REVEAL_S220,REVEAL_P60,REVEAL_P90,REVEAL_P120,MOHO_GRAV_U,MOHO_U"
117,13,0.4052779316599967,0.03463577406709616,"MOHO,LAB,GEOID,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S100,REVEAL_S200,REVEAL_P120,REVEAL_P210"
118,14,0.415433820526502,0.03433876831939676,"MOHO,DEM,FREE_AIR,BOUGUER,REVEAL_P150,SEDIMENT,CTD,EMAG2_LOG,REVEAL_S100,REVEAL_S140,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120"
119,25,0.4156895744179897,0.03433125571027772,"DEM,FREE_AIR,BOUGUER,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,SEDIMENT,REVEAL_P_DIFF_40_60,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
120,18,0.4173953990877136,0.03428110607673374,"MOHO,MOHO_GRAV,DEM,BOUGUER,REVEAL_S80,REVEAL_S90,REVEAL_P180,REVEAL_P150,MAG_SEIS_MOHO,REVEAL_S50,REVEAL_S100,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U"
121,28,0.42001300884688786,0.03420400783735305,"MOHO,MOHO_GRAV,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,REVEAL_S_DIFF_200_220,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
122,30,0.420517401316973,0.0341891316446117,"MOHO,MOHO_GRAV,DEM,LAB,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_P180,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_S_DIFF_200_220,CTD,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_U"
123,28,0.42176131592371224,0.03415241681688091,"MOHO,MOHO_GRAV,DEM,BOUGUER,SI,GEOID,REVEAL_S80,REVEAL_S90,REVEAL_P150,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,CRUST_RHO,SEDIMENT,REVEAL_S_DIFF_200_220,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P90,REVEAL_P120,REVEAL_P210,MOHO_GRAV_U,MOHO_U"
124,18,0.4080680689688714,0.03455443172067631,"MOHO_GRAV,LAB,FREE_AIR,SI,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,LITH_RHO,MAG_SEIS_MOHO,SEDIMENT,REVEAL_P_DIFF_40_60,EMAG2_LOG,REVEAL_VPVS_DIFF,REVEAL_S140,REVEAL_S200,REVEAL_P120,REVEAL_P210,MOHO_U"
125,20,0.4159029828832117,0.03432498571288777,"DEM,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_P180,REVEAL_VP60VS70,REVEAL_VP90VS60,SEDIMENT,REVEAL_S_DIFF_200_220,CTD,REVEAL_VPVS_DIFF,REVEAL_S50,REVEAL_S140,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,MOHO_U"
