stage,wall_s,wall_min
qrf_param_sweep,0.01337122917175293,0.0
qrf_ablation_loo,2418.0918629169464,40.3
qrf_mc_subset,0.007695198059082031,0.0
qrf_greedy_forward,15873.152730703354,264.55
