number,value,datetime_start,datetime_complete,duration,params_BOUGUER,params_CRUST_RHO,params_CTD,params_DEM,params_EMAG2_LOG,params_FREE_AIR,params_GEOID,params_LAB,params_LITH_RHO,params_MAG_SEIS_MOHO,params_MOHO,params_MOHO_GRAV,params_REVEAL_P120,params_REVEAL_P150,params_REVEAL_P180,params_REVEAL_P210,params_REVEAL_P40,params_REVEAL_P60,params_REVEAL_P90,params_REVEAL_P_DIFF_40_60,params_REVEAL_S100,params_REVEAL_S140,params_REVEAL_S200,params_REVEAL_S220,params_REVEAL_S50,params_REVEAL_S80,params_REVEAL_S90,params_REVEAL_S_DIFF_200_220,params_REVEAL_VP60VS70,params_REVEAL_VP90VS60,params_REVEAL_VPVS_DIFF,params_SEDIMENT,params_SI,system_attrs_fixed_params,state
78,0.3804717953323298,2026-04-16 10:56:46.852359,2026-04-16 10:59:04.378927,0 days 00:02:17.526568,0.12397088156116842,0.27690633793486863,0.708460530945728,0.9844032750951861,2.479290102019391,0.52914874666482,0.162502709613033,0.1115255987504875,0.343744289042395,0.43455668780143897,0.1129382076326055,0.1815154902649753,0.12508895666869124,1.6350819995684742,3.3944632423524967,0.1097503934239447,3.5074100861318143,1.4995166241806546,3.196095471217436,2.1300165669497426,0.10903106997732794,1.625151035906782,4.90844298501755,1.0780412244035125,0.27775930877090427,0.6630352213406855,4.834434044065634,0.728710345347304,0.18203589407192933,4.699104378475175,0.7388570482989435,0.6759569980087253,1.3019482383145868,,COMPLETE
79,0.3811921555319572,2026-04-16 10:59:04.379863,2026-04-16 11:01:22.091474,0 days 00:02:17.711611,0.1273484109167434,0.2815633552382546,1.0590779908330954,0.7582429404664496,2.388949294461722,0.3851263583577021,0.20355231693934034,0.10699793643841018,0.3519616329672065,0.44762191051404204,0.1461243681542991,1.2334553575876839,0.1257268200814184,3.024442460823748,3.241375098020888,0.10723192496696457,3.3840511259195716,1.6005995242843154,3.0357380199024604,0.12726179247778197,0.11152212672166081,1.6940718752197805,4.933692063429575,1.0707381710486052,0.5317282608421661,0.4191080795558287,4.792903344004578,0.7572830901741456,0.17503841473356588,4.595180836262472,1.0042407833200664,0.7833949834770912,1.1204854152770476,,COMPLETE
80,0.37973130677261474,2026-04-16 11:01:22.092249,2026-04-16 11:03:40.481369,0 days 00:02:18.389120,0.13591147444301463,0.274598896028885,1.9620631326656748,0.7440651694297954,2.478243719485406,0.3625885698900879,0.16561010260111617,0.12239123860233979,0.32641536318190434,0.5437420426093326,0.10831249366792485,0.17917170291370385,0.13938855850461146,2.3206746359940142,3.3438232588495134,0.10034901801000284,4.484032043143849,0.4235531173450334,4.929155203170023,0.20674307327342592,0.13327414688996864,0.6523746446660614,0.33550909445431,1.4602832524926987,0.5271274768021729,0.6504852206935402,4.639371238528935,0.7115850064211704,0.13151371116365157,4.813602560560204,1.0340970462050343,0.5364268282695498,1.3637334459007984,,COMPLETE
81,0.3765274180189347,2026-04-16 11:03:40.482260,2026-04-16 11:05:58.190290,0 days 00:02:17.708030,0.13289649239800608,0.26387086197026083,1.6123701178648997,0.7492116228194872,2.3619401009263834,0.36182600801576814,0.1633072172006612,0.10405743444563872,0.24837086223187588,0.6495541263239495,0.11209148217646882,0.1829040315593715,0.1449249212325892,2.5249857825917053,3.430880629118794,0.10057507517165454,4.826790350620769,0.28623042394677134,4.0925874589235525,0.12482251728273529,0.13115652868220629,0.5484323340932674,0.33785794212338277,2.102362643557292,0.6399839885161561,0.4065297706815759,4.949661664840613,0.7177006333216249,0.11731638967888841,4.97305961603121,0.9879279821696201,0.5265813261453609,1.3955265825572156,,COMPLETE
82,0.37873137201598334,2026-04-16 11:05:58.191112,2026-04-16 11:08:15.970432,0 days 00:02:17.779320,0.12228426639140569,0.22352051994744143,2.5416391146725283,0.83718932637118,2.139582340137408,0.4486267696700304,0.14336470033031823,0.12128609991614983,0.3540731901386806,0.5379863446562295,0.10677499295936377,0.1324912782113868,0.11004069590322448,1.889728937389029,3.772640913508718,0.1305559501284397,4.296723260430818,0.4363496050397055,4.8202849952882545,0.17980280029046827,0.10000242941207724,0.7353593917369285,0.49031475374463396,1.469266855213186,0.5460185113208358,0.6182564581699611,3.9455661216904434,0.8548468222916383,0.1372176214349423,4.609300733292685,1.3423548481949525,0.7340453373715172,1.2641660882708714,,COMPLETE
83,0.38170186980248355,2026-04-16 11:08:15.973373,2026-04-16 11:10:33.893185,0 days 00:02:17.919812,0.12236189193869534,0.18353920340687607,2.9131790591227023,1.268344066187986,1.5364473117960833,0.42405609695029306,0.148510499002129,0.14381652534090697,0.26126094463000965,0.5380475312824725,0.10325552462251976,0.1276821929816152,0.1322214742646413,1.5446688830789093,2.9004360563476586,0.13041076041476032,4.336285668827189,0.4066640145672087,4.65783482958917,0.16930510359765494,0.11766025330054677,0.39985218802201367,0.5192888567646431,2.363857430527105,0.5590438195047872,0.43844311108496864,3.936764412037316,0.8162590774459109,0.17201824695391085,4.613209475645639,1.2494837744301843,0.7300202503228673,1.6640305315578958,,COMPLETE
84,0.37780923109133796,2026-04-16 11:10:33.894019,2026-04-16 11:12:50.996298,0 days 00:02:17.102279,0.1098199831285787,0.18210138644200452,2.805342589937316,0.8545280805310737,1.5591049207913623,0.41914120295374463,0.20864424784116592,0.12562002148494644,0.34973287993932106,0.4191145149967605,0.10182122048610738,0.10204812776012123,0.13434366333701053,1.464928932786389,3.050138758622995,0.15441449315981357,4.355096902951545,0.44960864308995613,4.709987728240042,0.17800923336027435,0.11462692002658284,0.3903337755701641,0.4737137671330395,2.8859493185871132,0.5588992177839633,0.6318192214509118,3.9035242309452864,0.7763571536918193,0.13838497144965806,4.612394330997791,1.2116789279285411,0.6972919571733257,0.9128326760906949,,COMPLETE
85,0.37403258781433835,2026-04-16 11:12:50.997522,2026-04-16 11:15:09.296796,0 days 00:02:18.299274,0.12216018574891141,0.20565550205919458,2.5696586877067573,1.3216290213006687,2.0865791263263764,0.2428264699392505,0.25735622995118873,0.14341469530222228,0.2742572727611715,0.4862728651182992,0.11165329813348888,0.12066299501629493,0.11490228373483202,2.265477694465108,4.818880343249575,0.1328312088329091,4.380626451649,0.3093909113906604,4.154231706354635,0.1978044543203711,0.15719840303977883,0.31536839159453284,0.40315930772246816,3.912969186703951,0.6945511646763503,0.44963513464079685,4.660678161570276,0.8684164544855031,0.16829901054396762,3.7787442472049797,1.6145363315074697,0.8255551264332252,1.223661986802486,,COMPLETE
86,0.3710391092273547,2026-04-16 11:15:09.297858,2026-04-16 11:17:35.457335,0 days 00:02:26.159477,3.293780266692341,0.2831216387108454,2.625232974926102,2.1160460041958085,1.949762311071841,0.5227574840758151,0.14400954818370112,0.11080648429019953,0.2130664944729325,0.554554219660948,0.12649136657141632,0.13817593496219674,0.12762539679894921,3.236294334038315,4.05823336806367,0.12876250943119116,3.0193580429359548,0.40076887854910276,3.4494312534793012,0.13946158092071545,0.1404396574694645,0.4261301030221984,0.5541965162077483,1.4628031641146895,0.49366823326259285,0.5528074849465028,3.9593483539653533,0.8608665114937873,0.1225173830281046,4.1741435336735595,1.8401852300575523,0.6070860912689693,0.7600625054646893,,COMPLETE
87,0.373035564395441,2026-04-16 11:17:35.459192,2026-04-16 11:20:03.914482,0 days 00:02:28.455290,0.15909717214053662,0.33284440154940365,3.073976725692084,1.0063170093034077,1.2899922925407026,0.31704937554801427,0.18101558729866532,0.16438775959905302,0.16402104617864868,0.6891706963038156,0.14190487126640705,0.16721483951958196,0.15141811437047942,1.587925735119945,2.0835937578721304,0.14331936442416165,4.9969671530783115,0.2090376758978263,4.9217318792914275,0.2244398448236152,0.10960469984931134,0.2411635987636964,0.5066503818838509,1.8811334447042884,0.9455684655558201,0.3174949555864278,4.954259396449561,0.6448184864394247,0.10076614451454953,4.723017633150199,1.1540531078349217,0.44756931814025863,1.9193043180482483,,COMPLETE
88,0.37599288884307835,2026-04-16 11:20:03.916677,2026-04-16 11:22:32.058956,0 days 00:02:28.142279,0.1229690880120512,0.1421462826305423,2.159454593461197,1.1605391981883484,1.6705715735023565,0.452129800218301,0.15942704343037606,0.15092800794710406,0.3499088345994897,0.3758463522267564,0.1014501279481456,0.1662224514750178,0.1720063287936295,1.9258935551260297,2.8689682643769556,0.16231442255889797,3.5594343631086134,0.3279064792483961,4.027016562107558,0.26162637595707133,0.20511230318326854,0.6733143753644173,0.26721595076517407,2.423693665588233,0.39373037153064344,0.6471570723947244,3.4247697965048634,1.065822650722566,0.19010823574165975,3.599216459177947,1.2793313113283,0.60492375291668,1.4952459760677368,,COMPLETE
89,0.3706037708056634,2026-04-16 11:22:32.060791,2026-04-16 11:24:54.907916,0 days 00:02:22.847125,0.1868263947665787,0.1739710653876659,3.640996772862143,1.412713053674912,2.4298077904702686,0.39175929314965835,4.869738250312117,0.13220992087342223,0.42935224245083353,0.8260723037073133,0.12007754280401108,0.11785759983568096,0.11133186290902355,3.334547787386284,3.909989807969193,0.10612143202031064,4.213271984138869,0.5378799413182315,3.3418263622563202,0.15250273588447888,0.10645845751478106,0.1299946251714107,0.6698799729058982,1.2013733330066014,0.6161806969647824,0.5401658396654612,4.554677073643374,1.170221881781194,0.17516081105364084,4.067521206068539,0.891824921197512,0.44850262901775706,1.719877070017037,,COMPLETE
90,0.3741428524214609,2026-04-16 11:24:54.910582,2026-04-16 11:27:18.173146,0 days 00:02:23.262564,0.1358783359284481,0.2754928421617811,3.450123917363206,0.6562337753081985,2.185423303954404,0.3202885369294187,0.2246280686461404,0.10449348691905662,0.30539661556599806,0.1984305885048855,0.11257118394186852,0.1497829519181344,0.10056788416387068,1.2035119078746266,2.4588959018340404,0.18606258632467448,3.2715489945996827,0.39165829965463594,2.9641849656565338,0.10017729843497165,0.1220583112909901,0.27642939791466786,0.7332256102486292,1.0784201692516344,0.4868657082565996,0.41739803873133613,3.8330953981606526,0.7226682296921569,0.155582207278846,4.586291953576491,1.0739192110602584,0.7698144609943698,1.0347599735264215,,COMPLETE
91,0.3827661911942527,2026-04-16 11:27:18.174357,2026-04-16 11:29:41.840292,0 days 00:02:23.665935,0.10900169756543723,0.2160444603049405,2.225978958691558,0.7212889037342993,2.4718628879900524,0.5056812434549178,0.14088349265429506,0.13856514503675424,0.26010795834803035,0.6066381038090477,0.14322518171196544,0.12641260314448033,0.129117596064818,3.235381165502604,3.2822365989298343,0.12111404292880017,2.2237655842468906,0.44840056060645667,3.815684645785794,0.28569292221111026,0.1276829006918806,0.7734112614108151,0.4315339824378309,1.9259390403335834,0.7852176532488294,0.7319466846858461,4.228823113260831,0.5901356926877059,0.1450263260291265,3.511092554930755,1.5179976266807387,1.060430284798386,1.6383229546440905,,COMPLETE
92,0.38058669954449054,2026-04-16 11:29:41.842351,2026-04-16 11:32:08.991020,0 days 00:02:27.148669,0.10013874805626267,0.20923606773664813,2.1002064069173567,4.7953968236635935,2.4640780533978845,0.5157152012642849,0.13975951042392676,0.139744815967773,0.2552396383078597,0.6419173492951198,0.1293820565004971,0.12440026826661056,0.12477131446344071,3.167330853477527,3.5750727746959905,0.1241806530493073,2.403452711674539,0.446747932583162,4.457501542490612,0.33103870586903883,0.13620381206468518,0.7644831750534627,0.36959254522401364,1.8712242243117994,1.0214904064853225,0.7218868939770177,4.1313285210295545,0.8554920007639427,0.14341703254176025,4.983495873938138,1.4857207621794006,1.107492407056915,2.3370889583354377,,COMPLETE
