n_feats,features,r2,rmse
17,REVEAL_S70|REVEAL_P150|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|LAB,0.3145720170137366,0.0371833732689294
15,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|CRUST_RHO|CTD|REVEAL_VP90VS60,0.28932854438532196,0.03786189153887602
13,REVEAL_S70|REVEAL_P150|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|MOHO|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|REVEAL_VP90VS60,0.2960795860012806,0.03768162740928474
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB,0.2790015357061535,0.03813599138367974
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29598918963621634,0.037684046839613385
11,REVEAL_P150|BOUGUER|GEOID|LITH_RHO|MOHO|DEM|CRUST_RHO|CTD|REVEAL_S80|SI|REVEAL_VP90VS60,0.29734242890242324,0.037647811557115905
6,REVEAL_S70|REVEAL_VP50VS80|DEM|FREE_AIR|SEDIMENT|SI,0.24932030081522794,0.03891304413246436
15,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|REVEAL_S80|SI,0.2963907031757883,0.03767329926815237
8,REVEAL_P150|REVEAL_VP50VS80|GEOID|MOHO|REVEAL_VP60VS70|CRUST_RHO|REVEAL_S80|LAB,0.2993658091312674,0.03759356695847493
9,REVEAL_S70|REVEAL_P150|BOUGUER|MOHO_GRAV|REVEAL_S90|LITH_RHO|CRUST_RHO|CTD|REVEAL_S80,0.2818111494752533,0.03806161397534494
11,EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|MOHO|DEM|FREE_AIR|SEDIMENT|LAB,0.2890858797720848,0.037868355114288085
7,BOUGUER|MOHO_GRAV|DEM|FREE_AIR|CTD|LAB|REVEAL_VP90VS60,0.24558493000721837,0.039009739352219276
21,REVEAL_S70|REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.30340340875774685,0.037485088749662984
16,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|CRUST_RHO|SEDIMENT|SI|REVEAL_VP90VS60,0.3015337303609693,0.037535360382568085
12,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|SEDIMENT|REVEAL_VP90VS60,0.2792004030551608,0.03813073164533422
10,MOHO_GRAV|REVEAL_VP50VS80|GEOID|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SI|REVEAL_VP90VS60,0.29621955139367206,0.037677880972997235
7,MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|REVEAL_S100|CRUST_RHO|REVEAL_S80|REVEAL_VP90VS60,0.2634744482715118,0.038544443521137846
15,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.29722713860228733,0.03765090000990243
6,REVEAL_P150|MOHO_GRAV|LITH_RHO|MOHO|REVEAL_VP60VS70|SI,0.28594853353760463,0.03795182184400172
20,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.3164905173220457,0.0371312990159879
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.28237709533677713,0.03804661439813948
18,REVEAL_S70|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3087267110743388,0.03734158593236134
6,REVEAL_P150|MOHO_GRAV|DEM|REVEAL_S100|CTD|SI,0.2508514648724469,0.038873338337731406
13,EMAG2_LOG|MAG_SEIS_MOHO|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|LAB|SI,0.28362895299662316,0.03801341469459177
19,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI,0.3110781822826144,0.03727802028787909
7,REVEAL_P150|REVEAL_VP50VS80|REVEAL_S90|MOHO|DEM|FREE_AIR|CRUST_RHO,0.28729572444147145,0.03791600335602334
12,REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|SI,0.2784345433884443,0.03815098348549782
8,REVEAL_S70|BOUGUER|MAG_SEIS_MOHO|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|REVEAL_VP90VS60,0.27565267497349655,0.038224454935205945
9,BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|DEM|REVEAL_VP60VS70|REVEAL_S80|LAB|REVEAL_VP90VS60,0.2774190545856444,0.03817781977249488
12,REVEAL_P150|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|DEM|REVEAL_VP60VS70|SEDIMENT|LAB|SI,0.29161262552240663,0.03780099896372611
8,REVEAL_S70|MOHO_GRAV|GEOID|FREE_AIR|CRUST_RHO|CTD|REVEAL_S80|LAB,0.2785855041763735,0.03814699243816037
17,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.2974543698743827,0.03764481258531811
13,REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|LAB|SI,0.2816292583904709,0.03806643348066357
12,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|SEDIMENT|LAB,0.28878419554945767,0.037876389188448115
13,REVEAL_S70|REVEAL_P150|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|DEM|FREE_AIR|REVEAL_S100|CRUST_RHO|SEDIMENT|SI|REVEAL_VP90VS60,0.29031378131115815,0.03783563758495731
8,MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|MOHO|DEM|CRUST_RHO|REVEAL_S80|SI,0.30481789458271136,0.03744701142416778
12,EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|CTD|LAB|SI,0.29252478029087237,0.03777665390231712
10,REVEAL_P150|MAG_SEIS_MOHO|GEOID|REVEAL_S90|DEM|CRUST_RHO|CTD|REVEAL_S80|LAB|SI,0.2933552409225556,0.03775447557379987
13,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MOHO_GRAV|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|LAB,0.27519158294705803,0.03823661911861555
5,EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|REVEAL_VP90VS60,0.2371571208490051,0.03922702924724329
18,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.2923417365978216,0.03778154052650183
21,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3031994875316545,0.03749057502824281
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3007237582253842,0.03755711790214416
13,REVEAL_P150|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|CRUST_RHO|SEDIMENT|SI|REVEAL_VP90VS60,0.2905063420764825,0.03783050422220227
17,REVEAL_S70|EMAG2_LOG|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29228326212701883,0.03778310145644947
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3224368008528602,0.03696943181236489
5,REVEAL_P150|BOUGUER|MOHO|REVEAL_S100|SEDIMENT,0.26350193332560057,0.0385437243295252
17,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|GEOID|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.29428406912623917,0.0377296547906626
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.295474232976892,0.037697826531104865
21,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.2941104486761823,0.03773429563587428
14,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|LITH_RHO|MOHO|REVEAL_S100|REVEAL_VP60VS70|CTD|SEDIMENT|SI|REVEAL_VP90VS60,0.30812833905863424,0.037357744033050234
6,REVEAL_P150|REVEAL_S90|FREE_AIR|CTD|SI|REVEAL_VP90VS60,0.2681998571225829,0.03842059762316202
19,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.3020462771015737,0.03752158580377775
8,GEOID|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|REVEAL_VP90VS60,0.28293300715899505,0.03803187499928627
7,REVEAL_S70|BOUGUER|REVEAL_S90|DEM|REVEAL_S100|CRUST_RHO|LAB,0.27243071759635373,0.0383093733923326
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.306699676782178,0.037396294590171505
6,REVEAL_S70|GEOID|MOHO|SEDIMENT|REVEAL_S80|REVEAL_VP90VS60,0.3015779803522852,0.03753417137334143
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29690041437113623,0.03765965108198131
17,REVEAL_S70|EMAG2_LOG|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29228326212701883,0.03778310145644947
17,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CTD|SEDIMENT|REVEAL_S80|LAB|SI,0.3241463860750208,0.03692276287296744
18,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|LAB|REVEAL_VP90VS60,0.3057433749872941,0.03742207693790511
8,REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|DEM|FREE_AIR|CTD|SI|REVEAL_VP90VS60,0.26221177631500636,0.03857746895154226
13,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|FREE_AIR|REVEAL_VP60VS70|SEDIMENT|SI,0.2826044015988399,0.03804058830937832
21,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.30727446969828853,0.0373807893454921
15,REVEAL_S70|REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|CRUST_RHO|CTD|SEDIMENT|LAB|REVEAL_VP90VS60,0.3104415883585987,0.037295239572436516
14,EMAG2_LOG|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|REVEAL_S100|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.29925790298931043,0.037596461779086966
5,EMAG2_LOG|MOHO_GRAV|LITH_RHO|CTD|SEDIMENT,0.19413492238701258,0.040318005420575564
20,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3012432063453919,0.037543165906163356
14,REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|REVEAL_S100|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.30089001980457697,0.03755265280196725
19,REVEAL_S70|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.31417194508571045,0.03719422331745391
14,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|FREE_AIR|REVEAL_S100|CRUST_RHO|CTD|SEDIMENT|LAB,0.31386880444888476,0.03720244245840457
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29065809173146584,0.037826458327713
19,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.28608403541649363,0.03794822071201032
7,REVEAL_S70|BOUGUER|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|REVEAL_S100,0.2741364815749411,0.03826443946192588
17,REVEAL_S70|EMAG2_LOG|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.29774820418789893,0.0376369394351547
10,EMAG2_LOG|BOUGUER|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S80|LAB,0.30177646641812983,0.03752883753564382
20,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.30221826334324986,0.037516962578840025
21,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.299304581262838,0.03759520955864787
6,GEOID|MOHO|DEM|CRUST_RHO|SI|REVEAL_VP90VS60,0.27746632610851807,0.03817657094825623
16,REVEAL_S70|REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|SI,0.3161697063225958,0.03714001193951943
19,REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3172699319574789,0.0371101223288436
12,REVEAL_S70|EMAG2_LOG|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|FREE_AIR|CRUST_RHO|REVEAL_S80|SI|REVEAL_VP90VS60,0.2866770516048164,0.037932456542632005
10,REVEAL_S70|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|REVEAL_S90|MOHO|DEM|REVEAL_S100|CRUST_RHO|CTD,0.29721810479803024,0.03765114200115339
15,REVEAL_S70|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|SI,0.30325146359946686,0.03748917674496486
18,REVEAL_S70|REVEAL_P150|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.28658117713218567,0.03793500562091635
15,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_S90|LITH_RHO|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.27391912323413325,0.03827016813702886
15,REVEAL_S70|REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|REVEAL_S80|LAB|SI,0.30355612657679654,0.03748097951709824
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI,0.29886980423910636,0.03760687154336554
19,REVEAL_S70|REVEAL_P150|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI,0.3049244751186493,0.037444140755101114
20,REVEAL_S70|REVEAL_P150|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.29359911346891676,0.03774796022467828
9,REVEAL_P150|MOHO_GRAV|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|CRUST_RHO|LAB|SI,0.2756770536100006,0.038223811688588585
16,REVEAL_S70|EMAG2_LOG|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|SI|REVEAL_VP90VS60,0.29758553179748115,0.03764129836768002
16,REVEAL_S70|EMAG2_LOG|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.29122800594887843,0.03781125961465546
14,REVEAL_S70|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|DEM|REVEAL_VP60VS70|CRUST_RHO|REVEAL_S80|LAB|REVEAL_VP90VS60,0.2884327643967275,0.03788574591190074
14,REVEAL_P150|EMAG2_LOG|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|GEOID|LITH_RHO|DEM|FREE_AIR|REVEAL_S100|CTD|SEDIMENT|LAB|REVEAL_VP90VS60,0.30796130654805387,0.03736225323725571
18,REVEAL_S70|REVEAL_P150|BOUGUER|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|LAB|SI|REVEAL_VP90VS60,0.30036795829160423,0.03756667143757612
14,REVEAL_S70|REVEAL_P150|EMAG2_LOG|MOHO_GRAV|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|REVEAL_VP60VS70|CRUST_RHO|CTD|REVEAL_S80|SI|REVEAL_VP90VS60,0.29664895515399115,0.03766638485057837
9,REVEAL_P150|EMAG2_LOG|REVEAL_VP50VS80|GEOID|MOHO|DEM|FREE_AIR|SEDIMENT|REVEAL_VP90VS60,0.28118213187417873,0.03807827824490716
5,REVEAL_P150|REVEAL_VP50VS80|LITH_RHO|SEDIMENT|REVEAL_S80,0.25116339439823165,0.038865244479228796
18,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|REVEAL_VP50VS80|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|CRUST_RHO|CTD|SEDIMENT|REVEAL_S80|LAB|SI|REVEAL_VP90VS60,0.3012342211991159,0.0375434072846773
9,REVEAL_P150|MOHO_GRAV|REVEAL_VP50VS80|LITH_RHO|FREE_AIR|REVEAL_S100|CRUST_RHO|CTD|REVEAL_S80,0.2781041486861726,0.03815971688601268
16,REVEAL_S70|EMAG2_LOG|BOUGUER|MAG_SEIS_MOHO|REVEAL_VP50VS80|GEOID|REVEAL_S90|LITH_RHO|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|SEDIMENT|REVEAL_S80|LAB|REVEAL_VP90VS60,0.3021347139723597,0.03751920857112794
15,BOUGUER|MAG_SEIS_MOHO|MOHO_GRAV|GEOID|REVEAL_S90|LITH_RHO|MOHO|DEM|FREE_AIR|REVEAL_S100|REVEAL_VP60VS70|CRUST_RHO|CTD|SEDIMENT|LAB,0.30632718269426673,0.03740633931943837
