number,value,datetime_start,datetime_complete,duration,params_BOUGUER,params_CRUST_RHO,params_CTD,params_DEM,params_EMAG2_LOG,params_FREE_AIR,params_GEOID,params_LAB,params_LITH_RHO,params_MAG_SEIS_MOHO,params_MOHO,params_MOHO_GRAV,params_P_DIFF_40_60,params_REVEAL_P120,params_REVEAL_P210,params_REVEAL_P40,params_REVEAL_P60,params_REVEAL_S100,params_REVEAL_S140,params_REVEAL_S200,params_REVEAL_S220,params_REVEAL_S50,params_SEDIMENT,params_SI,params_S_DIFF_200_220,params_VOLC_DIST,params_VPVS_DIFF,params_VP_120_VS_140,params_VP_40_VS_50,system_attrs_fixed_params,state
13,0.2989527126471011,2026-04-12 23:26:11.369812,2026-04-12 23:26:13.825724,0 days 00:00:02.455912,0.4344759255959666,0.1033528853534306,0.10901312288398804,0.1106198992733577,1.8215980917220378,2.144294889749604,0.3489344821287616,0.2927056040374204,1.7143295697396068,2.367176431315815,2.1530997124588245,0.2228750438560285,0.2681294433004453,0.2836219594607184,1.7361662759490577,0.11762302532254444,0.4441638392894503,0.2435375439520972,0.4448514453646972,0.43039448896484384,3.0905633075783303,1.3080781969353894,0.2564219898043445,0.3565349447689046,1.4839008161633727,0.44714857189397234,4.853846679767199,0.328503449147539,2.165205954208912,,COMPLETE
14,0.28434272167362423,2026-04-12 23:26:13.826655,2026-04-12 23:26:16.412499,0 days 00:00:02.585844,0.1035478113099931,0.1808559424638677,0.7001203563466535,0.18084537142653817,1.7692499862492705,1.9182268332937737,0.1425779663991945,0.2741626291067073,4.915301506662266,2.6166598359141884,0.5696572565636993,0.2005239281063061,1.6806444817664092,0.1903094061672556,1.6987886730233817,0.756577682486808,0.5035507894745244,0.24318330792911041,4.407412965793335,0.15505679842647643,2.4220238328882955,0.44566228442287564,0.10225041334238645,0.10579248993606635,2.3013760028391856,0.1035044697124402,2.118810638592363,0.1599393152497496,2.394872373572391,,COMPLETE
15,0.3088512977704615,2026-04-12 23:26:16.413280,2026-04-12 23:26:19.124553,0 days 00:00:02.711273,0.5362612588596554,0.2066066047667093,0.13594146452907233,0.15843623254905936,2.9210529554209588,2.3187122454449587,0.3150545053029457,0.457763930096061,0.7770124013045979,0.8610286782274048,2.0202001286378013,0.4296491952099692,0.5377644567142932,0.4461700918642478,0.3195957045022981,0.17771724835057892,2.1281094345957396,0.189880017604651,1.0526688105574167,0.519021474148709,4.308488374779874,0.6894364792221,0.21635105951498795,0.3834918195661984,4.245797219334227,0.5160694392373987,2.5010967277498293,0.5322354284298381,4.58976208550703,,COMPLETE
16,0.29450212842823864,2026-04-12 23:26:19.125257,2026-04-12 23:26:21.775792,0 days 00:00:02.650535,1.4320558649952642,0.2539895905663853,0.5617796579565599,0.31769088144609625,0.5026960246578991,0.5406127874228773,0.2589909929376795,0.5545349359867842,0.7583000780874661,0.609764836198339,2.5390575371397306,0.5396250749236621,0.6183160077295631,0.5706669642612222,0.22502954791541482,0.17202334507454084,2.5713483396535244,0.14642650997964757,1.277629878503749,1.7051919576194896,4.685942844211122,1.5927465157837761,0.20157864732318492,0.1956335012305437,4.797727692785037,0.5257152847273063,2.455156339654898,0.6747280670468467,4.9273706051770585,,COMPLETE
17,0.3151598660088173,2026-04-12 23:26:21.776721,2026-04-12 23:26:24.290783,0 days 00:00:02.514062,0.5731712012190633,0.24846529663299013,0.21371593396114438,0.15777222591563492,4.819579494612539,1.3751221060627097,0.48768345913168454,2.018838811558495,0.6711775496093682,0.7135154445662872,4.931535578780688,0.4039833070571085,0.4973222488597627,0.1775796652421519,0.4290311755600537,0.15954546872866976,4.613805446769346,0.5562447673901625,0.5549349785179124,0.579379971711997,1.505533121608753,0.694066765194083,0.18353073594716932,0.25615312940888785,3.169486541630274,0.20006028835557943,3.0936939373386654,0.22086612247028015,0.11152272414171292,,COMPLETE
18,0.2895493612258247,2026-04-12 23:26:24.291724,2026-04-12 23:26:26.916967,0 days 00:00:02.625243,4.899130072587948,0.295281334013045,0.17932947890240925,0.1601178482125902,2.670379143275841,4.822298132326869,0.5203633518492554,2.154717524250109,0.26827014793262544,0.7299667068913216,4.078445499731221,0.4488913444984818,0.1996667485394907,0.11725527548945465,0.16004791704192903,0.14623628615163792,4.9053686477700165,0.5763528389893083,0.3485613633370402,0.5139835303597724,0.3506992803116066,0.8409054412534691,0.21719323776476412,0.2458007447390899,3.2777646926735398,4.642491946671225,1.6118411191319801,0.20799769523786574,0.11562032329478213,,COMPLETE
19,0.3039141794735463,2026-04-12 23:26:26.917786,2026-04-12 23:26:29.420412,0 days 00:00:02.502626,0.5808803763118876,0.5587882305129338,0.17584234946330432,0.29174501160803257,1.017057654789277,1.4456977918861869,0.10261731850625408,4.162085208520946,0.5720575671329103,1.0790146298565053,4.645142042996751,0.6814273491102459,0.48961035289512395,0.17805644689703506,0.40004684989331035,0.10056885984669577,2.797245586038953,0.6658505718052288,1.4201353788512359,1.4840819229384137,1.4692534377004034,1.6605116744337107,0.5668185741213718,0.4630198944832034,1.0383450704113706,0.640221055824937,0.4802776376317293,0.1059609461372389,0.26055745535518654,,COMPLETE
20,0.3077578295728918,2026-04-12 23:26:29.421363,2026-04-12 23:26:32.211387,0 days 00:00:02.790024,0.5591441130035115,0.25286247212500174,0.32566778842696087,4.685829677099449,1.3081373370079268,0.7993408258595464,0.23824194473196128,1.791372146876866,1.7036071595430324,0.5424003258467135,1.5214827326691756,0.3292615457950185,0.17841968578516287,0.5628721538934656,0.17220799945699353,1.9340912875361111,2.308048704721361,0.37691016720258896,0.65598028131951,0.5710214832154459,2.0308920800036185,4.661142481797667,1.8808618027439086,2.367032743983539,3.5109542130513307,0.16125670899509784,3.2941836094572405,0.5229513250099894,0.1020019125385911,,COMPLETE
21,0.29679395744789694,2026-04-12 23:26:32.212057,2026-04-12 23:26:34.835192,0 days 00:00:02.623135,0.2861318929463818,0.19845582080956942,0.1439297953205091,0.1590860389433453,4.194485091475907,1.6064708153699405,0.5127554565461254,2.5171632525060788,0.8170298745993142,0.1070302428171855,2.902924337774324,0.1582963824501164,0.7160840389528821,0.22314912555616145,0.44017030412691066,0.2934618854764352,3.9485006272124843,0.16115230715639556,0.6503770931893327,1.0941319457663734,3.463413463072255,0.6424420105755092,0.10430246447335129,0.14753612912880346,2.1496363490456893,0.23376601790346357,3.1334632967905693,1.082912015560149,3.042177807436134,,COMPLETE
22,0.303111766996128,2026-04-12 23:26:34.836144,2026-04-12 23:26:37.394046,0 days 00:00:02.557902,0.2512507606574903,0.10382005614298548,0.23222752772665417,0.15562893858660837,4.835456843615299,2.9108683481939908,0.8050121457501632,1.301546142709516,1.1831995679669016,1.391817198001206,1.403279052100924,0.30922328925336273,0.40909377945516334,0.156328618961083,0.5742463124908598,0.17024566262148563,1.7938489335146355,0.1832875439751901,0.31089711470982245,4.689947920001015,3.779563916573332,0.7073553440205049,0.17688584262360937,0.2671803694903698,2.574132457209001,0.11478844363659857,3.2809831490730006,0.22876385330558643,0.1991129098485712,,COMPLETE
23,0.3033647705523623,2026-04-12 23:26:37.394778,2026-04-12 23:26:40.386995,0 days 00:00:02.992217,0.5621511016935781,0.16773248584770628,0.4983521948403592,0.43028922664597563,2.92371761478154,1.2852311570390298,1.5882988411460832,0.49054401771063655,0.6475013618287465,3.253156444333533,0.4301751543554406,1.689540898579375,1.468293854125992,0.5354282288146114,0.35579096346141814,0.5413607617811124,0.9675173585760536,0.342641495020837,1.15395673540266,0.1820293921972672,2.501906983809686,0.37109293623171397,0.14695756754660072,0.15873153574957746,3.8736373662743637,0.19938426252802235,1.71609540193659,0.7391834555777599,0.9838612279792088,,COMPLETE
24,0.30997674961397825,2026-04-12 23:26:40.387745,2026-04-12 23:26:42.815386,0 days 00:00:02.427641,1.0289781674862095,0.28911278320672834,0.35970657586340493,0.21739771013712259,2.52730223634443,2.1400483058945485,0.3613241367678494,0.20330139358189414,0.21826602281437318,1.7474842176498528,0.8133319368656676,4.923622908063306,2.6420876470017203,0.2612644199836799,1.122102765338221,0.14259693903240767,3.418890617366494,0.9575498926068188,0.5288463945274047,0.6057369502473728,1.3186483490772465,0.5841271140911614,0.26395703607452153,0.5121728983297618,1.0664093980228893,0.298926616161973,3.420408143152006,0.5303740540416427,1.4442430244717803,,COMPLETE
25,0.31521075044752866,2026-04-12 23:26:42.816123,2026-04-12 23:26:45.417918,0 days 00:00:02.601795,1.4151134875581026,0.6328843200200029,0.3367377956556828,0.1366319417147225,2.483360142621849,0.6393208584590974,0.3186923644304528,0.22302638464847374,0.22457004653705134,1.6496775568840782,3.235791941442732,4.300003619175179,2.7513877778346587,0.2534133032013936,1.1361603991840932,0.14481562004153073,3.4756048246091638,0.9771185483557985,0.19605863648031735,0.6640806470996794,1.0867757824327309,1.236387268053099,0.2842328644161985,0.5386319574677095,0.5310347894505281,0.4581682917555691,1.7116075991869963,0.3098134006750216,1.462209958191598,,COMPLETE
26,0.3149691124405531,2026-04-12 23:26:45.418683,2026-04-12 23:26:48.035878,0 days 00:00:02.617195,1.307815938682362,0.5838670955164159,0.43479035948817873,0.2584524773859701,1.4174411460687941,0.5381532346936978,0.46312670797269506,0.2019162687860424,0.21403280255104748,1.3985351591742805,3.421033856063671,4.4936444294024245,2.50261106588146,0.24197992672027238,1.3319822876091667,0.136869029351279,3.7271493544689904,0.9147064488263459,0.1772830064665283,0.6971042015018819,1.017285443931737,2.1526809313972763,0.40509068875295184,0.5633432111016501,0.4782821838250251,0.2972171182282787,1.8063100225359352,0.18904584337501937,1.492947085279609,,COMPLETE
27,0.31427345720443156,2026-04-12 23:26:48.036653,2026-04-12 23:26:50.618899,0 days 00:00:02.582246,1.4319954995474777,0.6360390708341028,0.24905199676114517,0.12768949146712394,1.3927936537309302,0.5588067564877585,0.5908039267519736,0.2015587573929069,0.20666999953947524,1.2318655737665374,3.448137412509876,4.925763915276979,2.0891980642963746,0.14494307281228075,2.4478309888733736,0.14377733665435524,3.397534796897891,0.7429570267458275,0.1953192447792651,1.2511932852373822,0.8138060739590641,2.3564528033638235,0.4738999546640716,0.9609762982753504,0.49176072252647696,0.39153767952503366,1.6165145641059793,0.16519699828898327,0.7587222715059391,,COMPLETE
28,0.2973566918882016,2026-04-12 23:26:50.619775,2026-04-12 23:26:53.149572,0 days 00:00:02.529797,1.519945524875926,0.8538527576719793,0.7896585736886129,0.30062894496209736,0.6719116942674149,0.5243475854643289,0.1910118241631011,0.711334989653093,0.10004691238546592,0.4830155529008238,4.65156220142187,3.17098374686737,1.377878952186384,0.23111313650774393,1.295752881027084,0.21459827228500747,4.816916343371223,1.8466096915675239,0.1536489124143873,0.8005970034641837,0.5725988429668114,2.329408530584919,0.3646407888450861,0.5981757570509714,0.5926215226959088,0.7661140174320207,0.7122779306332845,0.3067667219833494,1.545520865077773,,COMPLETE
