label,n_feats,rmse,mae,r2,picp,elapsed,feat_names
mc0220,19,0.06225272909398491,0.03670288352273716,0.2961553478529476,0.8787878787878788,6.830181121826172,"MOHO_GRAV,MOHO_GRAV_U,MOHO_U,DEM,EMAG2_LOG,FREE_AIR,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_P40,REVEAL_P210,CRUST_RHO,S_DIFF_200_220,P_DIFF_40_60,VP_120_VS_140,SEDIMENT,GLiM,TC1"
mc0221,28,0.06187766042425404,0.036468283069799934,0.3046110354872249,0.8740031897926634,7.311223983764648,"MOHO_GRAV,MOHO,MOHO_U,DEM,LAB,CTD,EMAG2_LOG,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S50,REVEAL_S100,REVEAL_S220,REVEAL_P40,REVEAL_P120,REVEAL_P210,LITH_RHO,MAG_SEIS_MOHO,S_DIFF_200_220,P_DIFF_40_60,VP_40_VS_50,VPVS_DIFF,SEDIMENT,VOLC_DIST,REG,GLiM,TC1"
mc0222,20,0.06249034059498218,0.036741284033006416,0.2907721057801218,0.8692185007974481,6.9555418491363525,"MOHO_GRAV,MOHO_GRAV_U,MOHO,MOHO_U,LAB,FREE_AIR,BOUGUER,REVEAL_S100,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,CRUST_RHO,VP_40_VS_50,VP_120_VS_140,SEDIMENT,VOLC_DIST,REG,GLiM,TC1"
mc0223,20,0.062093360388582236,0.036441676329544204,0.2997544585252334,0.8851674641148325,6.981789827346802,"MOHO_GRAV,DEM,CTD,FREE_AIR,BOUGUER,GEOID,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,LITH_RHO,CRUST_RHO,S_DIFF_200_220,VP_40_VS_50,SEDIMENT,VOLC_DIST,REG,GLiM"
mc0224,14,0.06324342592696396,0.03779108179860559,0.2735749692490894,0.8660287081339713,6.6942548751831055,"MOHO_GRAV,MOHO,MOHO_U,DEM,CTD,REVEAL_S50,REVEAL_S200,REVEAL_P40,LITH_RHO,CRUST_RHO,P_DIFF_40_60,VP_40_VS_50,REG,GLiM"
mc0225,12,0.06146050901720713,0.03673289094381604,0.3139554315121401,0.8851674641148325,6.389244794845581,"DEM,CTD,EMAG2_LOG,SI,REVEAL_S200,REVEAL_S220,REVEAL_P120,LITH_RHO,VP_40_VS_50,VOLC_DIST,REG,GLiM"
mc0226,14,0.0632078023484719,0.037187370431715806,0.2743930960510026,0.8724082934609251,6.649956703186035,"MOHO_GRAV,MOHO,MOHO_U,BOUGUER,REVEAL_S140,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,REVEAL_P210,VP_120_VS_140,SEDIMENT,VOLC_DIST,GLiM"
mc0227,18,0.06418396185971346,0.03805830189584545,0.2518079882917803,0.8644338118022329,6.933657884597778,"MOHO_GRAV,MOHO_GRAV_U,MOHO_U,CTD,FREE_AIR,BOUGUER,REVEAL_S50,REVEAL_S140,REVEAL_S220,REVEAL_P120,LITH_RHO,CRUST_RHO,S_DIFF_200_220,P_DIFF_40_60,VP_40_VS_50,VP_120_VS_140,VPVS_DIFF,TC1"
mc0228,32,0.06258812043046241,0.03678407747743145,0.2885508843441824,0.8771929824561403,7.4720458984375,"MOHO_GRAV,MOHO_GRAV_U,MOHO,MOHO_U,DEM,LAB,CTD,EMAG2_LOG,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S200,REVEAL_S220,REVEAL_P40,REVEAL_P60,REVEAL_P120,LITH_RHO,CRUST_RHO,MAG_SEIS_MOHO,S_DIFF_200_220,P_DIFF_40_60,VP_120_VS_140,VPVS_DIFF,SEDIMENT,VOLC_DIST,REG,GLiM,TC1"
mc0229,27,0.061846755552253406,0.03657381167928996,0.3053054877325728,0.8692185007974481,7.373733043670654,"MOHO_GRAV,MOHO_GRAV_U,MOHO,DEM,LAB,CTD,EMAG2_LOG,FREE_AIR,BOUGUER,SI,GEOID,REVEAL_S50,REVEAL_S100,REVEAL_S140,REVEAL_S220,REVEAL_P40,REVEAL_P120,LITH_RHO,MAG_SEIS_MOHO,P_DIFF_40_60,VP_40_VS_50,VP_120_VS_140,VPVS_DIFF,VOLC_DIST,REG,GLiM,TC1"
